reference_id,status,ledger_amount,gateway_amount
TXN100640,MISSING_IN_GATEWAY,3103195,
TXN100641,MATCHED,767461,767461
TXN100642,MATCHED,4263593,4263593
TXN100643,MATCHED,4878155,4878155
TXN100644,MATCHED,354123,354123
TXN100645,MATCHED,4805403,4805403
TXN100646,MATCHED,2707161,2707161
TXN100647,MATCHED,4215773,4215773
TXN100648,MATCHED,529034,529034
TXN100649,DUPLICATE_IN_GATEWAY,2890964,2890964
TXN100650,MATCHED,717404,717404
TXN100651,MATCHED,1457529,1457529
TXN100652,DUPLICATE_IN_GATEWAY,3682182,3682182
TXN100653,MATCHED,4406205,4406205
TXN100654,MATCHED,1341659,1341659
TXN100655,MATCHED,2383083,2383083
TXN100656,MATCHED,2848429,2848429
TXN100657,MISSING_IN_GATEWAY,449273,
TXN100658,MATCHED,562908,562908
TXN100659,MATCHED,4690534,4690534
TXN100660,MATCHED,2393597,2393597
TXN100661,MATCHED,1271422,1271422
TXN100662,MATCHED,4898373,4898373
TXN100663,MATCHED,2944509,2944509
TXN100664,MATCHED,3297981,3297981
TXN100665,MATCHED,720674,720674
TXN100666,MATCHED,3169815,3169815
TXN100667,MISSING_IN_GATEWAY,2765461,
TXN100668,MATCHED,793940,793940
TXN100669,MATCHED,3561790,3561790
TXN100670,MATCHED,162928,162928
TXN100671,AMOUNT_MISMATCH,1522154,1522003
TXN100672,MATCHED,4089136,4089136
TXN100673,MATCHED,1163981,1163981
TXN100674,MISSING_IN_GATEWAY,2491283,
TXN100675,MISSING_IN_GATEWAY,4268809,
TXN100676,MATCHED,4426867,4426867
TXN100677,AMOUNT_MISMATCH,2834984,2835116
TXN100678,MATCHED,1109319,1109319
TXN100679,MATCHED,1303965,1303965
TXN100680,MISSING_IN_GATEWAY,1398643,
TXN100681,MATCHED,376518,376518
TXN100682,DUPLICATE_IN_GATEWAY,2002547,2002547
TXN100683,MISSING_IN_GATEWAY,2400148,
TXN100684,MATCHED,3775880,3775880
TXN100685,MATCHED,2016290,2016290
TXN100686,AMOUNT_MISMATCH,3944388,3944086
TXN100687,MATCHED,3095673,3095673
TXN100688,DUPLICATE_IN_GATEWAY,4795024,4795024
TXN100689,MISSING_IN_GATEWAY,3882852,
TXN100690,MATCHED,3213378,3213378
TXN100691,DUPLICATE_IN_GATEWAY,3521981,3521981
TXN100692,MISSING_IN_GATEWAY,1685185,
TXN100693,MATCHED,2107178,2107178
TXN100694,AMOUNT_MISMATCH,4041486,4041553
TXN100695,MISSING_IN_GATEWAY,870585,
TXN100696,MISSING_IN_GATEWAY,4337761,
TXN100697,MISSING_IN_GATEWAY,713595,
TXN100698,MATCHED,2298339,2298339
TXN100699,MATCHED,4316314,4316314
TXN100700,MATCHED,3679785,3679785
TXN100701,MISSING_IN_GATEWAY,1872589,
TXN100702,MATCHED,233725,233725
TXN100703,MATCHED,3335696,3335696
TXN100704,MATCHED,1987849,1987849
TXN100705,MATCHED,694556,694556
TXN100706,MATCHED,246454,246454
TXN100707,MISSING_IN_GATEWAY,841169,
TXN100708,MATCHED,1235150,1235150
TXN100709,AMOUNT_MISMATCH,2416518,2416501
TXN100710,MISSING_IN_GATEWAY,1174277,
TXN100711,MATCHED,3945180,3945180
TXN100712,AMOUNT_MISMATCH,54050,53569
TXN100713,MATCHED,2156845,2156845
TXN100714,MATCHED,1264261,1264261
TXN100715,MATCHED,4437268,4437268
TXN100716,MATCHED,2426771,2426771
TXN100717,MATCHED,1032138,1032138
TXN100718,MATCHED,3531751,3531751
TXN100719,MATCHED,3844546,3844546
TXN100720,MATCHED,4202871,4202871
TXN100721,MATCHED,147869,147869
TXN100722,MATCHED,4833847,4833847
TXN100723,MATCHED,1214409,1214409
TXN100724,MATCHED,23122,23122
TXN100725,MATCHED,2027999,2027999
TXN100726,MATCHED,1581302,1581302
TXN100727,MATCHED,728181,728181
TXN100728,MATCHED,3034963,3034963
TXN100729,MATCHED,4422906,4422906
TXN100730,MATCHED,4268246,4268246
TXN100731,AMOUNT_MISMATCH,3285363,3284907
TXN100732,DUPLICATE_IN_GATEWAY,3255395,3255395
TXN100733,MISSING_IN_GATEWAY,2137772,
TXN100734,MISSING_IN_GATEWAY,3005520,
TXN100735,MISSING_IN_GATEWAY,2032710,
TXN100736,MISSING_IN_GATEWAY,879595,
TXN100737,MATCHED,2799368,2799368
TXN100738,MATCHED,2965298,2965298
TXN100739,MISSING_IN_GATEWAY,1478754,
TXN100740,MATCHED,4024210,4024210
TXN100741,MATCHED,1141225,1141225
TXN100742,MATCHED,3849294,3849294
TXN100743,MATCHED,1701067,1701067
TXN100744,AMOUNT_MISMATCH,1683274,1683097
TXN100745,MATCHED,2611105,2611105
TXN100746,MATCHED,4565271,4565271
TXN100747,MISSING_IN_GATEWAY,317197,
TXN100748,MATCHED,1613091,1613091
TXN100749,AMOUNT_MISMATCH,411009,410848
TXN100750,MATCHED,2301907,2301907
TXN100751,MATCHED,3097168,3097168
TXN100752,MISSING_IN_GATEWAY,3365625,
TXN100753,MATCHED,3253411,3253411
TXN100754,MATCHED,1577136,1577136
TXN100755,MATCHED,4183528,4183528
TXN100756,MATCHED,4366001,4366001
TXN100757,MISSING_IN_GATEWAY,702995,
TXN100758,MATCHED,672087,672087
TXN100759,MATCHED,1523778,1523778
TXN100760,MATCHED,2704516,2704516
TXN100761,MATCHED,2760791,2760791
TXN100762,MATCHED,2581073,2581073
TXN100763,MATCHED,3584520,3584520
TXN100764,MATCHED,3733773,3733773
TXN100765,MISSING_IN_GATEWAY,365300,
TXN100766,MATCHED,2967481,2967481
TXN100767,MATCHED,3658545,3658545
TXN100768,MATCHED,491154,491154
TXN100769,MATCHED,3417538,3417538
TXN100770,AMOUNT_MISMATCH,1352065,1351711
TXN100771,MATCHED,3685660,3685660
TXN100772,MATCHED,573994,573994
TXN100773,MATCHED,3082985,3082985
TXN100774,MATCHED,4768392,4768392
TXN100775,MATCHED,1297132,1297132
TXN100776,MATCHED,3121875,3121875
TXN100777,MATCHED,654961,654961
TXN100778,MATCHED,4451431,4451431
TXN100779,MATCHED,2647256,2647256
TXN100780,DUPLICATE_IN_GATEWAY,2103894,2103894
TXN100781,MISSING_IN_GATEWAY,227376,
TXN100782,MATCHED,4196284,4196284
TXN100783,MATCHED,4721652,4721652
TXN100784,MISSING_IN_GATEWAY,2193468,
TXN100785,DUPLICATE_IN_GATEWAY,1809947,1809947
TXN100786,MATCHED,2405592,2405592
TXN100787,MATCHED,4130485,4130485
TXN100788,MISSING_IN_GATEWAY,1148572,
TXN100789,AMOUNT_MISMATCH,1458346,1458301
TXN100790,MISSING_IN_GATEWAY,746442,
TXN100791,MISSING_IN_GATEWAY,2924414,
TXN100792,MATCHED,4623710,4623710
TXN100793,MISSING_IN_GATEWAY,2526218,
TXN100794,MATCHED,3042416,3042416
TXN100795,DUPLICATE_IN_GATEWAY,1028062,1028062
TXN100796,MATCHED,1174983,1174983
TXN100797,MATCHED,4154156,4154156
TXN100798,MATCHED,4657468,4657468
TXN100799,MISSING_IN_GATEWAY,3930884,
TXN100800,MATCHED,1098599,1098599
TXN100801,MATCHED,733227,733227
TXN100802,DUPLICATE_IN_GATEWAY,3350007,3350007
TXN100803,MATCHED,4025333,4025333
TXN100804,MISSING_IN_GATEWAY,3444577,
TXN100805,DUPLICATE_IN_GATEWAY,1061317,1061317
TXN100806,MATCHED,632141,632141
TXN100807,MATCHED,4349930,4349930
TXN100808,MATCHED,4634668,4634668
TXN100809,MISSING_IN_GATEWAY,1536417,
TXN100810,MATCHED,1092406,1092406
TXN100811,MISSING_IN_GATEWAY,474836,
TXN100812,MATCHED,1293586,1293586
TXN100813,MATCHED,1368677,1368677
TXN100814,MATCHED,1901381,1901381
TXN100815,AMOUNT_MISMATCH,4362830,4363196
TXN100816,MATCHED,671524,671524
TXN100817,MATCHED,4630792,4630792
TXN100818,MATCHED,2550276,2550276
TXN100819,MATCHED,793734,793734
TXN100820,MATCHED,1424620,1424620
TXN100821,MATCHED,4880815,4880815
TXN100822,MISSING_IN_GATEWAY,2842158,
TXN100823,MISSING_IN_GATEWAY,355562,
TXN100824,MATCHED,691346,691346
TXN100825,MATCHED,4848307,4848307
TXN100826,MISSING_IN_GATEWAY,1778388,
TXN100827,MATCHED,3504583,3504583
TXN100828,MATCHED,264056,264056
TXN100829,MATCHED,4586635,4586635
TXN100830,MATCHED,2544149,2544149
TXN100831,MATCHED,3416551,3416551
TXN100832,MATCHED,622142,622142
TXN100833,MATCHED,1336074,1336074
TXN100834,MATCHED,4072192,4072192
TXN100835,MATCHED,2863742,2863742
TXN100836,AMOUNT_MISMATCH,2632132,2631958
TXN100837,DUPLICATE_IN_GATEWAY,2907178,2907178
TXN100838,MISSING_IN_GATEWAY,1106945,
TXN100839,MATCHED,4329966,4329966
TXN100840,MATCHED,2686938,2686938
TXN100841,MATCHED,1037788,1037788
TXN100842,MATCHED,2089694,2089694
TXN100843,MATCHED,434507,434507
TXN100844,AMOUNT_MISMATCH,3232482,3232410
TXN100845,DUPLICATE_IN_GATEWAY,2092642,2092642
TXN100846,MISSING_IN_GATEWAY,1349657,
TXN100847,MATCHED,2633242,2633242
TXN100848,MATCHED,1346661,1346661
TXN100849,MATCHED,4327824,4327824
TXN100850,MATCHED,2598225,2598225
TXN100851,AMOUNT_MISMATCH,765386,765403
TXN100852,DUPLICATE_IN_GATEWAY,3845528,3845528
TXN100853,MATCHED,1814762,1814762
TXN100854,MATCHED,418174,418174
TXN100855,MATCHED,4161473,4161473
TXN100856,MATCHED,3957568,3957568
TXN100857,MISSING_IN_GATEWAY,78597,
TXN100858,AMOUNT_MISMATCH,1133527,1133771
TXN100859,MISSING_IN_GATEWAY,3078365,
TXN100860,MATCHED,3079705,3079705
TXN100861,MATCHED,439141,439141
TXN100862,MATCHED,1642887,1642887
TXN100863,MATCHED,2430966,2430966
TXN100864,MATCHED,4240001,4240001
TXN100865,MATCHED,4622535,4622535
TXN100866,MATCHED,1006659,1006659
TXN100867,MATCHED,821023,821023
TXN100868,MATCHED,2854453,2854453
TXN100869,MISSING_IN_GATEWAY,3076928,
TXN100870,MATCHED,1679818,1679818
TXN100871,MATCHED,3377078,3377078
TXN100872,MATCHED,390032,390032
TXN100873,MISSING_IN_GATEWAY,2803747,
TXN100874,MATCHED,3843497,3843497
TXN100875,MATCHED,4334375,4334375
TXN100876,MATCHED,2682023,2682023
TXN100877,MATCHED,2520159,2520159
TXN100878,MISSING_IN_GATEWAY,4265666,
TXN100879,MISSING_IN_GATEWAY,4119131,
TXN100880,MATCHED,2524825,2524825
TXN100881,MATCHED,149560,149560
TXN100882,DUPLICATE_IN_GATEWAY,929429,929429
TXN100883,MATCHED,4906448,4906448
TXN100884,MATCHED,233532,233532
TXN100885,DUPLICATE_IN_GATEWAY,2237430,2237430
TXN100886,MATCHED,4862594,4862594
TXN100887,MATCHED,440798,440798
TXN100888,MATCHED,1440358,1440358
TXN100889,MATCHED,3199267,3199267
TXN100890,MATCHED,2041692,2041692
TXN100891,MATCHED,931870,931870
TXN100892,MATCHED,3709699,3709699
TXN100893,MATCHED,1280297,1280297
TXN100894,MATCHED,1720367,1720367
TXN100895,AMOUNT_MISMATCH,3966113,3966366
TXN100896,MISSING_IN_GATEWAY,532453,
TXN100897,MATCHED,4361030,4361030
TXN100898,DUPLICATE_IN_GATEWAY,2736713,2736713
TXN100899,MATCHED,4022866,4022866
TXN100900,AMOUNT_MISMATCH,2641947,2641917
TXN100901,MATCHED,4482193,4482193
TXN100902,MATCHED,2981974,2981974
TXN100903,MATCHED,2227630,2227630
TXN100904,AMOUNT_MISMATCH,1622828,1622613
TXN100905,MATCHED,4691570,4691570
TXN100906,MISSING_IN_GATEWAY,2506571,
TXN100907,MATCHED,1748772,1748772
TXN100908,MATCHED,4112055,4112055
TXN100909,MATCHED,2935973,2935973
TXN100910,MATCHED,2303928,2303928
TXN100911,MATCHED,4820672,4820672
TXN100912,AMOUNT_MISMATCH,3195105,3195009
TXN100913,AMOUNT_MISMATCH,2905199,2905522
TXN100914,MATCHED,1238730,1238730
TXN100915,AMOUNT_MISMATCH,2422818,2422398
TXN100916,AMOUNT_MISMATCH,2915507,2915678
TXN100917,MISSING_IN_GATEWAY,2161207,
TXN100918,MATCHED,1805051,1805051
TXN100919,MATCHED,4527919,4527919
TXN100920,MATCHED,4724548,4724548
TXN100921,MATCHED,1161529,1161529
TXN100922,MATCHED,4932691,4932691
TXN100923,MATCHED,435851,435851
TXN100924,MATCHED,4464698,4464698
TXN100925,MATCHED,1963174,1963174
TXN100926,MATCHED,3477023,3477023
TXN100927,MATCHED,3972811,3972811
TXN100928,MATCHED,1163157,1163157
TXN100929,DUPLICATE_IN_GATEWAY,4626691,4626691
TXN100930,MATCHED,1334905,1334905
TXN100931,MATCHED,4000457,4000457
TXN100932,MISSING_IN_GATEWAY,1683157,
TXN100933,MATCHED,2419586,2419586
TXN100934,AMOUNT_MISMATCH,506291,505882
TXN100935,MATCHED,4826179,4826179
TXN100936,AMOUNT_MISMATCH,322880,322559
TXN100937,AMOUNT_MISMATCH,3515473,3515153
TXN100938,DUPLICATE_IN_GATEWAY,314840,314840
TXN100939,MISSING_IN_GATEWAY,3340231,
TXN100940,AMOUNT_MISMATCH,2438224,2437733
TXN100941,MATCHED,2513095,2513095
TXN100942,AMOUNT_MISMATCH,910103,909946
TXN100943,MATCHED,2397076,2397076
TXN100944,MATCHED,4567534,4567534
TXN100945,MISSING_IN_GATEWAY,1135750,
TXN100946,MATCHED,2298723,2298723
TXN100947,MATCHED,954949,954949
TXN100948,MATCHED,3859653,3859653
TXN100949,MATCHED,1571951,1571951
TXN100950,MISSING_IN_GATEWAY,2837901,
TXN100951,MATCHED,1630354,1630354
TXN100952,MISSING_IN_GATEWAY,3411499,
TXN100953,MATCHED,2760848,2760848
TXN100954,MATCHED,810148,810148
TXN100955,MATCHED,1189537,1189537
TXN100956,MATCHED,2090769,2090769
TXN100957,MATCHED,3227655,3227655
TXN100958,AMOUNT_MISMATCH,2249710,2249519
TXN100959,MISSING_IN_GATEWAY,4896034,
TXN100960,MATCHED,105929,105929
TXN100961,MATCHED,3026141,3026141
TXN100962,MATCHED,531136,531136
TXN100963,MATCHED,3914016,3914016
TXN100964,MATCHED,3410881,3410881
TXN100965,MATCHED,2618672,2618672
TXN100966,MATCHED,2484954,2484954
TXN100967,MATCHED,1862617,1862617
TXN100968,MATCHED,1130456,1130456
TXN100969,MISSING_IN_GATEWAY,3826637,
TXN100970,MATCHED,3144192,3144192
TXN100971,AMOUNT_MISMATCH,4617312,4617587
TXN100972,MISSING_IN_GATEWAY,4519025,
TXN100973,MATCHED,2085890,2085890
TXN100974,MATCHED,696777,696777
TXN100975,MISSING_IN_GATEWAY,4440637,
TXN100976,AMOUNT_MISMATCH,665173,664787
TXN100977,MISSING_IN_GATEWAY,528064,
TXN100978,MATCHED,1705813,1705813
TXN100979,MATCHED,1267052,1267052
TXN100980,MATCHED,4374941,4374941
TXN100981,MISSING_IN_GATEWAY,1733032,
TXN100982,MATCHED,4110586,4110586
TXN100983,MATCHED,4291338,4291338
TXN100984,MATCHED,476706,476706
TXN100985,MATCHED,4315434,4315434
TXN100986,MATCHED,4740429,4740429
TXN100987,MATCHED,3888710,3888710
TXN100988,MISSING_IN_GATEWAY,2595113,
TXN100989,MATCHED,3331458,3331458
TXN100990,MISSING_IN_GATEWAY,35295,
TXN100991,MATCHED,4861226,4861226
TXN100992,MATCHED,3564231,3564231
TXN100993,MATCHED,544856,544856
TXN100994,AMOUNT_MISMATCH,515460,515030
TXN100995,MATCHED,3970020,3970020
TXN100996,MATCHED,3439824,3439824
TXN100997,MISSING_IN_GATEWAY,1146059,
TXN100998,MATCHED,3536251,3536251
TXN100999,MATCHED,3218471,3218471
TXN200020,MISSING_IN_LEDGER,,3043614
TXN200024,MISSING_IN_LEDGER,,857261
TXN200034,MISSING_IN_LEDGER,,479241
TXN200035,MISSING_IN_LEDGER,,2656211
TXN200049,MISSING_IN_LEDGER,,3551334
TXN200070,MISSING_IN_LEDGER,,4478663
TXN200085,MISSING_IN_LEDGER,,604394
TXN200090,MISSING_IN_LEDGER,,3424666
TXN200096,MISSING_IN_LEDGER,,926615
TXN200103,MISSING_IN_LEDGER,,792344
TXN200149,MISSING_IN_LEDGER,,379826
TXN200162,MISSING_IN_LEDGER,,3418940
TXN200167,MISSING_IN_LEDGER,,3463700
TXN200170,MISSING_IN_LEDGER,,1875909
TXN200171,MISSING_IN_LEDGER,,3871303
TXN200210,MISSING_IN_LEDGER,,1246094
TXN200230,MISSING_IN_LEDGER,,2336256
TXN200241,MISSING_IN_LEDGER,,3277168
TXN200245,MISSING_IN_LEDGER,,3525005
TXN200247,MISSING_IN_LEDGER,,1860012
TXN200266,MISSING_IN_LEDGER,,347709
TXN200281,MISSING_IN_LEDGER,,1025483
TXN200282,MISSING_IN_LEDGER,,2922556
TXN200286,MISSING_IN_LEDGER,,895324
TXN200295,MISSING_IN_LEDGER,,736981
TXN200299,MISSING_IN_LEDGER,,1535383
TXN200323,MISSING_IN_LEDGER,,2495095
TXN200364,MISSING_IN_LEDGER,,4784854
TXN200382,MISSING_IN_LEDGER,,2776593
TXN200385,MISSING_IN_LEDGER,,4624544
TXN200416,MISSING_IN_LEDGER,,4874749
TXN200423,MISSING_IN_LEDGER,,3455831
TXN200437,MISSING_IN_LEDGER,,4486348
TXN200446,MISSING_IN_LEDGER,,2470947
TXN200463,MISSING_IN_LEDGER,,1681153
TXN200464,MISSING_IN_LEDGER,,904672
TXN200471,MISSING_IN_LEDGER,,2410770
TXN200481,MISSING_IN_LEDGER,,3079035
TXN200483,MISSING_IN_LEDGER,,2165621
TXN200486,MISSING_IN_LEDGER,,3938648
TXN200507,MISSING_IN_LEDGER,,3433524
TXN200520,MISSING_IN_LEDGER,,1731389
TXN200521,MISSING_IN_LEDGER,,4659031
TXN200524,MISSING_IN_LEDGER,,33786
TXN200525,MISSING_IN_LEDGER,,1223730
TXN200529,MISSING_IN_LEDGER,,2005914
TXN200540,MISSING_IN_LEDGER,,3585842
TXN200550,MISSING_IN_LEDGER,,969774
TXN200561,MISSING_IN_LEDGER,,4677176
TXN200570,MISSING_IN_LEDGER,,2946969
TXN200573,MISSING_IN_LEDGER,,4680271
TXN200614,MISSING_IN_LEDGER,,3045440
TXN200636,MISSING_IN_LEDGER,,4971188
TXN200640,MISSING_IN_LEDGER,,653666
TXN200657,MISSING_IN_LEDGER,,2817242
TXN200667,MISSING_IN_LEDGER,,4425707
TXN200674,MISSING_IN_LEDGER,,858430
TXN200692,MISSING_IN_LEDGER,,1170971
TXN200696,MISSING_IN_LEDGER,,2401281
TXN200701,MISSING_IN_LEDGER,,2942532
TXN200707,MISSING_IN_LEDGER,,2822619
TXN200734,MISSING_IN_LEDGER,,2902412
TXN200739,MISSING_IN_LEDGER,,3907539
TXN200788,MISSING_IN_LEDGER,,3802008
TXN200790,MISSING_IN_LEDGER,,2690896
TXN200793,MISSING_IN_LEDGER,,1470381
TXN200799,MISSING_IN_LEDGER,,4637549
TXN200804,MISSING_IN_LEDGER,,628665
TXN200811,MISSING_IN_LEDGER,,4356155
TXN200822,MISSING_IN_LEDGER,,4737970
TXN200823,MISSING_IN_LEDGER,,248014
TXN200846,MISSING_IN_LEDGER,,4855990
TXN200857,MISSING_IN_LEDGER,,3624884
TXN200873,MISSING_IN_LEDGER,,4366478
TXN200878,MISSING_IN_LEDGER,,4475590
TXN200939,MISSING_IN_LEDGER,,1572895
TXN200945,MISSING_IN_LEDGER,,3936042
TXN200950,MISSING_IN_LEDGER,,4772894
TXN200952,MISSING_IN_LEDGER,,4332487
TXN200972,MISSING_IN_LEDGER,,1842169
TXN200977,MISSING_IN_LEDGER,,4250332
